P,L,EI,delta
2.171738387183298528e+03,3.404468153676337039e+00,1.087869815217535011e+06,3.408310662003183507e-03
6.236204827354397821e+03,5.484729594881868842e+00,6.987971720418984070e+06,7.285114301185460772e-05
5.565287348814729739e+03,7.837303257177954841e+00,3.268741115822030697e+06,1.944660389327515504e-02
8.448046661790222061e+02,1.336369918274751711e+00,6.332916790700782090e+06,2.757401504929350537e-03
6.866453517155585359e+03,1.576128852624461896e+00,1.584803871422593249e+06,0.000000000000000000e+00
8.525164886810973258e+03,2.371007758111661090e+00,1.782566703296166612e+06,2.039476607315436792e-03
1.124714335520951408e+03,2.417799729297080535e+00,7.710841745797296055e+06,2.322949111972279039e-03
1.022839876792549035e+03,1.636929166789615309e+00,6.594553046562640928e+06,0.000000000000000000e+00
4.336726935272120613e+02,3.753718384080661163e+00,2.628498305262097158e+06,0.000000000000000000e+00
8.844778614795425256e+02,9.513864890103494787e+00,8.109198390266710892e+06,8.009878358213506824e-04
6.075204392515025575e+03,7.033101078894610225e+00,7.464818160841772333e+06,4.712991790873993607e-03
5.035672907519851833e+03,6.571379611949433652e+00,6.189678482798654586e+06,0.000000000000000000e+00
4.160271848041658700e+02,5.563325131735179951e+00,1.750668528067198582e+06,4.762047649238726303e-03
8.220297864948328424e+03,8.720971038472885795e+00,1.754878601314736006e+05,6.504225867617942081e-01
3.975437724523442284e+03,9.048575561083364249e+00,8.949785467346580699e+06,0.000000000000000000e+00
3.996469245078874792e+03,7.433661095296942634e+00,8.379228687591294758e+06,0.000000000000000000e+00
6.116256575706462172e+03,9.882250462092331489e+00,8.021316467253584415e+06,2.585922141709274397e-02
4.878460652817847404e+03,2.273686833088083059e+00,7.711595481323995627e+06,0.000000000000000000e+00
3.242699871469777690e+02,1.912940442325850476e+00,5.281167378488786519e+06,0.000000000000000000e+00
3.989794589337766411e+03,2.130167109607945086e+00,6.524863075248838402e+06,4.337129341246084673e-03
6.504657909148124418e+03,3.324916452192749006e+00,5.216968356076855212e+06,1.254379681580564815e-02
8.865080900225704681e+03,1.602112097499652776e+00,5.534729483701635152e+06,8.546008774857543483e-03
3.806829675330565806e+03,5.822854356268348575e+00,3.632407861083042342e+06,0.000000000000000000e+00
1.641966571153117002e+03,6.237550820300919341e+00,3.559996789163107169e+05,4.497052209840825959e-02
1.967879366529325807e+03,5.545278121742432731e+00,1.824799591039460618e+06,0.000000000000000000e+00
1.719721371613321026e+03,3.088715506366284558e+00,8.533397377099444857e+05,0.000000000000000000e+00
9.637807958900019003e+03,4.230459336871270182e+00,3.887994224004107993e+06,7.069175911147917990e-03
9.882558042625467351e+03,6.778849433259598989e+00,7.799628490126782097e+06,1.353727048716290432e-03
3.851076830948724819e+03,2.532695373382853887e+00,8.759848237338779494e+06,0.000000000000000000e+00
3.144556598907518037e+03,5.669699294429783265e+00,4.086325186499849427e+06,7.835630598438792990e-03
7.759635403866855086e+03,9.961492595754984691e+00,6.167199267363120802e+06,1.485140069702191486e-02
3.165614496776297528e+03,4.105306554096674887e+00,6.221979392722268589e+06,6.726845038607844746e-03
8.049465009338582604e+03,7.175629388950715892e+00,4.740652655053867027e+06,1.168995136620840092e-02
7.784658079839766287e+03,5.999500655564224516e+00,8.668865553813535720e+06,0.000000000000000000e+00
6.691829533774835909e+03,6.919330887695528176e+00,5.403129736457574181e+06,1.874214964475259468e-02
4.516568874229214998e+03,3.441310183235420261e+00,3.318399158911912702e+06,0.000000000000000000e+00
8.512947815469660782e+03,1.246505259172914215e+00,4.480408226135382429e+06,0.000000000000000000e+00
9.909352647286954380e+03,6.243732618862941841e+00,2.162981619793841615e+06,1.928439867302822464e-02
2.531090547824730493e+03,7.818141615860911386e+00,9.623718916660523042e+06,1.038549458205621258e-02
9.157575516807615941e+02,3.373711731817213622e+00,8.381137600454124622e+06,0.000000000000000000e+00
7.965158825844059720e+03,7.487601074898027065e+00,2.084359491200521355e+06,3.254663191458935512e-02
4.538620580705892280e+02,4.553537545665737873e+00,5.328566695634924807e+06,1.883821213639439839e-03
6.857916183797147823e+03,8.149200107548184135e+00,3.884071970101600047e+06,1.955830762347471330e-02
5.080966746382703604e+03,3.973675194286571788e+00,5.898609358700430021e+06,7.917214981915656966e-04
9.468214895050965424e+03,4.052989424563033793e+00,8.917337657285276800e+06,4.848019701448448224e-03
7.568629604367394677e+03,1.999984054657069521e+00,1.827048327317737043e+06,1.336331566111393504e-03
7.018259988558301302e+03,2.900884163928520998e+00,4.614731251893640496e+06,8.384948102635727749e-03
6.312150500852542791e+03,1.804973848580372131e+00,9.019051176113424823e+06,0.000000000000000000e+00
8.257196752371142793e+03,3.821519303068003026e+00,1.040330570051829214e+06,1.060339707328083331e-02
2.752153401068436551e+02,6.554398870606712002e+00,6.943759479841067456e+06,5.826634208222872778e-03
6.687198390339001890e+03,3.375466920334963650e+00,4.293270572314313613e+06,0.000000000000000000e+00
8.823486596935947091e+03,6.205895790017428304e+00,1.482172902589840349e+06,5.114137255845944974e-02
1.653837400791808250e+03,7.342689977922139732e+00,8.168137095453544520e+06,6.567017012771681796e-03
8.786636558800208149e+03,9.205041109484566775e+00,7.833356317558508366e+06,1.952934933322601069e-02
1.248094327054173618e+03,8.671022603707559284e+00,5.625515290336558595e+06,0.000000000000000000e+00
7.723881220122742889e+03,1.962547057624865365e+00,1.226629692210540408e+06,0.000000000000000000e+00
5.373732367020107631e+03,9.442186065828279240e+00,3.497792882776779588e+06,2.889744797015264197e-02
9.778702780215684470e+03,2.103770170126881389e+00,7.657599151553613134e+06,8.542219419631492949e-03
4.688462547488092241e+03,6.531702580863800733e+00,3.632708600166041870e+06,1.609638712042113853e-02
6.429652087452453998e+03,3.289738059319911923e+00,6.822683583965527825e+06,0.000000000000000000e+00
1.765675944669305863e+03,9.536489509298212042e+00,1.929838676606253721e+05,1.542964337103074068e-01
2.274507332246644637e+03,8.984989138257098773e+00,7.677103832878356799e+06,9.469801698320153352e-03
7.845896129962839041e+03,7.925133229175517435e+00,4.509439280657446943e+06,1.573900756728542627e-02
3.890199403472842732e+03,5.839699985056103770e+00,4.220012211503365077e+06,9.053207776643526147e-03
5.542441901792867611e+03,7.418956666926849408e+00,3.004120484802022111e+06,1.472004692698015288e-02
4.738695739819580012e+03,5.736182645932934143e+00,3.111659702172483783e+06,1.551134854045154235e-02
2.657578998402247635e+03,2.733672880718845288e+00,2.515889994872588723e+05,5.021038457072613502e-03
6.939631808825472945e+03,7.443875208745946992e+00,5.826312522222662345e+06,4.641360895846011712e-03
5.539668931572210568e+03,1.752611631798459690e+00,8.446808083043419756e+05,0.000000000000000000e+00
9.967921992266637972e+03,3.405659025538118279e+00,6.794662576127568260e+06,8.217534052054716737e-03
2.798130636013013373e+03,1.243831837220568337e+00,8.744569241819823161e+06,0.000000000000000000e+00
6.289976867688486891e+03,3.659564859961710326e+00,7.596385466285117436e+05,3.064682678552032268e-03
3.818062868018632344e+03,1.070403039697245484e+00,1.660967511924842140e+06,3.553936395168668782e-03
6.309005852966698512e+03,6.107247009988065578e+00,1.233834984461903339e+06,3.512546590181322287e-02
5.606922728961572830e+03,5.893249851104342518e+00,2.595851909887264483e+06,1.265299901872044518e-02
4.460857826207006838e+03,4.154082231249950574e+00,2.659776346844637766e+06,4.702755553328533469e-03
4.214423860101196624e+03,7.008337302574243921e+00,9.589074315349385142e+06,1.982362234907585237e-03
6.178598385467507796e+03,3.177229974614334207e+00,8.814396489045634866e+06,1.715914915377530960e-03
3.183548218737709703e+03,6.419121036700492944e+00,6.759058181219396181e+06,1.425911023273441309e-03
2.284751424611966740e+03,6.325584225587541631e+00,5.218876778470517136e+06,6.791201102232575018e-03
6.927576483455216476e+03,2.313740946410725030e+00,2.218210131152883638e+06,4.182296194972657654e-04
8.470176233504693300e+03,2.637032459272639517e+00,3.317715417150841560e+06,0.000000000000000000e+00
7.950682994056844109e+03,7.941583196343266593e+00,3.345523396707467735e+06,3.488957758299243012e-02
4.227005643182297376e+02,9.380320117955932346e+00,5.455296599308113568e+06,2.233719852902473803e-03
1.869646588048878584e+03,7.174609593113692618e+00,5.567388052376158535e+06,1.490367203237996782e-03
8.552623085175449887e+03,6.785603227779054336e+00,8.494243804071998224e+06,4.053957857806716678e-03
8.524434071662852148e+03,4.215758778964023179e+00,2.503020828336584382e+06,1.327129174763672440e-02
2.105029670076939510e+03,5.051723830621517308e+00,2.374607467267147731e+06,1.804610249488726881e-03
3.488087453280591603e+02,4.479868976666680602e+00,2.271523212408217601e+06,4.324281348480343672e-03
1.968521459027985884e+03,9.120761962406277235e+00,4.519220534562473185e+06,0.000000000000000000e+00
3.707354257100201721e+03,3.816734382132809245e+00,7.710488861160879023e+06,0.000000000000000000e+00
6.104022388094882444e+03,5.235279759115678111e+00,5.414134532417724840e+06,7.019227266073742311e-03
4.718928020630994979e+03,9.961338874321905124e+00,4.397432867999687791e+06,4.543006803965650431e-02
6.322118171572121355e+03,8.326502357160855183e+00,1.261215734931465471e+06,6.057306877992635341e-02
9.066436300924187890e+03,4.640420943930571696e+00,5.415724344439944252e+06,1.669237958008009358e-04
7.078292796718338650e+03,5.888778321449816389e+00,5.866666465756445192e+06,8.236141042124887554e-04
7.173351775288003410e+03,6.390546510435084926e+00,5.289884497300431132e+06,6.614520105887476339e-04
1.925922723947691338e+03,8.266442462912714007e+00,9.715921147577486699e+05,1.781793563776756795e-02
3.013093849062000118e+03,6.090854444946451451e+00,1.593975207484592218e+06,2.081009906623948469e-02
2.081865915528629557e+03,5.707447645374442047e+00,2.128476848004319239e+06,1.002816489189675871e-03
7.091192743455355412e+03,3.367111233384186608e+00,5.753638868839113042e+06,9.931852339264834670e-03
7.194585168762701869e+03,4.661301714264501683e+00,9.576432383462367579e+06,0.000000000000000000e+00
3.221325840896374757e+03,8.837531907058725267e+00,1.778267732492438226e+05,2.638555879853915487e-01
5.028547965648145691e+03,5.202915013893772311e+00,4.231934211173038930e+06,3.096653911298862753e-03
1.138905167341640890e+03,1.825033845591773396e+00,9.322693899051677436e+06,1.601957409073189592e-02
8.645031659239744840e+03,3.888441437253890687e+00,7.928877396692448296e+06,0.000000000000000000e+00
6.704893837223484297e+03,8.101022247062070747e+00,9.120849415182936937e+06,1.537566926816663973e-03
3.507618072669873754e+02,2.042055692083994067e+00,7.367515485197590664e+06,9.760335110704608866e-03
8.055358808646025864e+03,4.222860242189835134e+00,5.205927296026656986e+05,2.465701592230129177e-02
9.347975683983540875e+03,9.807606431821570325e+00,5.632897336896518245e+06,3.298742377026376432e-02
9.818192852430618586e+03,8.265667055699275068e+00,7.872861318114852533e+06,2.719291771447074346e-02
4.966472902170822863e+02,1.276943725099479732e+00,1.370831798199875746e+06,7.075255938658465971e-03
2.698751929290220687e+03,2.278645442062574134e+00,9.321215085101436824e+06,8.588573660879554594e-03
3.013781390728024121e+02,2.085045087650415851e+00,8.558959573422022164e+06,0.000000000000000000e+00
1.941907870651379881e+03,4.938232743133283975e+00,8.209221555854736827e+06,9.773103851135412148e-04
2.001630740351365830e+03,8.039196962376728095e+00,8.515157955975443125e+06,0.000000000000000000e+00
8.725984453151360185e+02,5.755087274023410693e+00,6.499312571550193243e+06,6.448522448453107049e-04
2.134624456131276474e+03,1.475625004208608981e+00,8.724308534486884251e+06,0.000000000000000000e+00
1.678405753697820273e+03,2.408777447950456896e+00,3.594619585831258446e+06,0.000000000000000000e+00
1.933616259301715672e+03,9.730259129604499790e+00,2.298885790691083763e+06,2.127683642898512903e-02
7.786069072572939149e+03,1.520968392751552489e+00,3.774808370287785772e+06,0.000000000000000000e+00
9.283435017610119075e+02,9.957547441891779982e+00,1.254845981560861459e+06,1.953272317336356839e-02
4.700542380811907606e+03,8.855062002844505287e+00,5.011117761685811915e+06,7.856344032185005877e-03
8.952370161025181005e+03,8.681903927612705019e+00,9.981004627252457663e+06,3.325330244050404491e-03
2.479255880682253064e+03,5.583541192393616903e+00,7.102372637767271372e+05,2.673376969911142598e-02
3.703506034991291472e+03,5.839476708208519717e+00,9.441240267854452133e+06,0.000000000000000000e+00
7.728105854301034924e+03,9.068240734432510664e+00,7.719806248012274504e+06,2.222736823792166236e-02
4.951657040899712229e+03,1.707421675864578159e+00,5.303393245426812209e+06,0.000000000000000000e+00
7.350070647034472131e+03,3.179779490776884820e+00,3.540621932611901313e+06,0.000000000000000000e+00
9.060439736744196125e+03,2.043658081731899223e+00,9.459353615561261773e+06,5.386216206079603996e-03
4.559012765282907822e+03,8.431196151852770271e+00,9.741956712924854830e+06,7.884011263541915518e-03
9.149136220504962694e+03,8.485347396669274289e+00,1.916350069167343434e+06,7.121890866674353282e-02
7.325936229815569277e+03,3.582115569517197784e+00,9.182757685127450153e+06,0.000000000000000000e+00
3.644575955027251439e+03,2.757229298681195040e+00,3.340198089819640387e+06,2.571365615128406914e-03
1.921867975155890008e+03,1.073252841236822075e+00,4.119550457810581662e+06,0.000000000000000000e+00
2.235511121539445867e+03,4.586914202314441802e+00,8.729602588186305016e+06,7.648092427640463403e-03
1.133962245190318754e+03,9.351996848815856467e+00,2.715411655286917812e+05,7.275571687441004243e-02
5.920364031840211283e+03,5.515466803808297236e+00,5.635001507410176098e+06,5.410207075151876252e-03
9.239849475428132791e+03,6.720717087544255008e+00,2.199611934125809930e+06,2.822136324621485684e-02
4.025687156447339021e+03,6.856549387383620520e+00,7.071145912111155689e+06,1.290572602093619653e-02
4.135210595382413885e+03,9.831657882245867341e+00,7.913225525579825044e+06,1.217613569008574141e-02
3.074364976877073332e+03,9.763593732099556277e+00,3.932583921670502983e+06,1.984586567781219946e-02
1.079763985162276185e+03,1.782868601034229616e+00,2.981126187398226466e+06,8.134579913880914809e-03
8.964511880584906976e+03,1.493784113886820641e+00,5.050848545915657654e+06,5.785521541922048969e-03
9.043540150698114303e+03,1.237807863452464296e+00,2.570599714799977373e+06,0.000000000000000000e+00
6.396582695468224529e+02,9.218413994798225986e+00,6.516026612290541641e+06,7.133770144895526348e-03
4.152206791557719043e+03,9.231988692304442523e+00,8.491505225988201797e+06,1.324981063575772500e-04
8.001600125972259775e+03,1.536894926453685084e+00,8.591683495369954035e+06,0.000000000000000000e+00
9.039473762308436562e+03,9.311856636082865180e+00,6.681425997923647519e+05,2.254480978769833888e-01
4.640220534156647773e+03,8.798150837763383691e+00,6.021227313585464843e+06,8.990620620019866560e-03
8.107248714292069963e+03,5.663119351153029335e+00,1.904518071337135276e+06,8.003925566637851499e-03
6.834841189823210698e+03,9.516361337786197083e+00,5.424667496317509562e+06,1.758822635076646643e-02
6.439245784252114390e+03,7.840640922398726786e+00,5.054161426247958094e+06,1.295852641891402646e-02
1.082382289941270301e+03,6.887120094343398335e+00,5.209035290034138598e+06,0.000000000000000000e+00
7.837014641588963059e+03,5.052606816744078522e+00,7.442241093746885890e+05,2.940435952545151013e-02
6.686409296545496090e+02,9.568255336207364792e+00,7.905506464976670220e+06,0.000000000000000000e+00
2.842000411452590924e+03,5.498273719571458606e+00,2.554795237759415526e+06,0.000000000000000000e+00
8.456620153456109392e+02,1.640638286990518946e+00,9.506402562772387639e+06,0.000000000000000000e+00
7.341996350523952970e+03,9.857483453127519724e+00,4.494174382011176087e+06,3.046226566804155142e-02
